ZONA PORTUARIA,SOCIEDAD PORTUARIA,TIPO DE SERVICIO,TIPO DE CARGA,EXPORTACION,IMPORTACIÓN,TRANSBORDO,TRANSITO INTERNACIONAL,FLUVIAL,CABOTAJE,MOVILIZACIONES A BORDO,TRANSITORIA,AÑO VIGENCIA,MES VIGENCIA,TOTAL_MOVILIZADO,FECHA,PERIODO_NUM,BALANCE_EXP_IMP,TRIMESTRE,AÑO_INCOMPLETO
BARRANCABERMEJA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,123698,0,0,0,2018,11,123698,2018-11-01,10,0,4,0
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,615,2892,0,0,0,6794,0,0,2018,8,10301,2018-08-01,7,-2277,3,0
CARTAGENA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,0,8234,0,0,0,0,0,0,2019,7,8234,2019-07-01,18,-8234,3,0
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GENERAL,0,0,0,0,0,570,0,0,2023,2,570,2023-02-01,61,0,1,0
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,26767,0,0,0,0,0,0,2018,1,26767,2018-01-01,0,-26767,1,0
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,PUBLICO,GRANEL LIQUIDO,0,6814,0,0,0,17933,0,0,2021,4,24747,2021-04-01,39,-6814,2,0
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,41400,0,0,0,0,0,0,2023,11,41400,2023-11-01,70,-41400,4,0
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,11926,0,0,0,0,0,0,2019,4,11926,2019-04-01,15,-11926,2,0
CIENAGA,AMERICAN PORT COMPANY INC,PRIVADO,CARBON AL GRANEL,2460539,0,0,0,0,0,0,0,2020,11,2460539,2020-11-01,34,2460539,4,0
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,52000,0,0,0,0,0,0,2023,6,52000,2023-06-01,65,-52000,2,0
BARRANQUILLA,PORTMAGDALENA S.A.,PUBLICO,GRANEL LIQUIDO,10839,23973,0,0,9801,18211,0,0,2019,11,62824,2019-11-01,22,-13134,4,0
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,32008,0,0,0,0,0,0,2018,4,32008,2018-04-01,3,-32008,2,0
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GENERAL,0,4839,0,0,0,0,0,0,2018,2,4839,2018-02-01,1,-4839,1,0
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,CONTENEDORES,52290,90365,332120,0,0,0,0,0,2018,4,474775,2018-04-01,3,-38075,2,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,36725,62634,0,0,0,0,0,0,2020,1,99359,2020-01-01,24,-25909,1,0
G. MORROSQUILLO,OLEODUCTO CENTRAL S.A.,PUBLICO,GRANEL LIQUIDO,710976,0,0,0,0,0,0,0,2022,5,710976,2022-05-01,52,710976,2,0
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,38,34,0,0,0,0,0,0,2019,6,72,2019-06-01,17,4,2,0
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,72748,0,0,0,0,0,0,2019,2,72748,2019-02-01,13,-72748,1,0
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,85907,0,0,0,2020,9,85907,2020-09-01,32,0,3,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,CONTENEDORES,0,214,0,0,0,0,0,0,2021,6,214,2021-06-01,41,-214,2,0
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,2474,0,0,0,0,0,0,0,2023,12,2474,2023-12-01,71,2474,4,0
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GENERAL,0,24309,0,0,0,549,0,0,2023,10,24858,2023-10-01,69,-24309,4,0
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GENERAL,11946,0,0,0,0,1246,0,0,2019,8,13192,2019-08-01,19,11946,3,0
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GENERAL,0,0,0,0,2420,0,0,0,2020,3,2420,2020-03-01,26,0,1,0
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GENERAL,0,243,0,0,0,11577,0,0,2020,12,11820,2020-12-01,35,-243,4,0
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,2912,0,0,2020,3,2912,2020-03-01,26,0,1,0
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,84700,0,0,0,0,0,0,2023,8,84700,2023-08-01,67,-84700,3,0
BARRANQUILLA,SOCIEDAD PORTUARIA MICHELLMAR S.A.,PUBLICO,CARBON AL GRANEL,1630,0,0,0,0,0,0,0,2024,1,1630,2024-01-01,72,1630,1,0
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,CONTENEDORES,85697,124524,307554,0,0,6415,0,0,2022,9,524190,2022-09-01,56,-38827,3,0
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,CONTENEDORES,0,0,0,0,3646,0,0,0,2023,4,3646,2023-04-01,63,0,2,0
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,32089,0,0,0,0,0,0,2023,2,32089,2023-02-01,61,-32089,1,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,124991,0,0,0,0,0,0,2020,12,124991,2020-12-01,35,-124991,4,0
BARRANQUILLA,PORTMAGDALENA S.A.,PUBLICO,GRANEL LIQUIDO,48539,13655,0,0,0,17140,0,0,2025,4,79334,2025-04-01,87,34884,2,0
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GENERAL,0,109022,2,0,0,0,0,0,2022,4,109024,2022-04-01,51,-109022,2,0
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,17259,0,0,2022,9,17259,2022-09-01,56,0,3,0
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,CONTENEDORES,117762,261408,682088,0,0,0,0,0,2018,1,1061258,2018-01-01,0,-143646,1,0
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,89872,0,0,0,0,0,0,2020,1,89872,2020-01-01,24,-89872,1,0
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,CONTENEDORES,183439,254752,1131770,0,0,77238,0,0,2022,5,1647199,2022-05-01,52,-71313,2,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,79837,114830,0,0,0,0,0,0,2021,4,194667,2021-04-01,39,-34993,2,0
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,CARBON AL GRANEL,35976,0,0,0,0,0,0,0,2018,1,35976,2018-01-01,0,35976,1,0
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,PUBLICO,CONTENEDORES,78331,149140,44515,0,0,0,0,0,2019,8,271986,2019-08-01,19,-70809,3,0
CARTAGENA,COREMAR SHOREBASE SA,PUBLICO,GENERAL,0,225,0,0,0,0,0,0,2023,6,225,2023-06-01,65,-225,2,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL LIQUIDO,2004,0,0,0,0,13865,0,0,2021,7,15869,2021-07-01,42,2004,3,0
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,15,261,0,0,0,0,0,0,2018,10,276,2018-10-01,9,-246,4,0
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,32688,0,0,0,0,0,0,2022,4,32688,2022-04-01,51,-32688,2,0
G. MORROSQUILLO,OLEODUCTO CENTRAL S.A.,PUBLICO,GRANEL LIQUIDO,1358015,0,0,0,0,0,0,0,2021,12,1358015,2021-12-01,47,1358015,4,0
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GENERAL,0,0,0,0,0,16630,0,0,2022,6,16630,2022-06-01,53,0,2,0
CARTAGENA,SOCIEDAD PORTUARIA TERMINAL DE IFOS S.A.,PUBLICO,GRANEL LIQUIDO,1066,0,0,0,0,0,0,0,2018,7,1066,2018-07-01,6,1066,3,0
CARTAGENA,COREMAR SHOREBASE SA,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,0,0,0,2023,5,0,2023-05-01,64,0,2,0
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,CARBON AL GRANEL,55000,0,0,0,0,0,0,0,2020,10,55000,2020-10-01,33,55000,4,0
CIENAGA,AMERICAN PORT COMPANY INC,PRIVADO,CARBON AL GRANEL,2657024,0,0,0,0,0,0,0,2021,7,2657024,2021-07-01,42,2657024,3,0
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,CONTENEDORES,61102,210955,0,0,0,163,0,0,2019,7,272220,2019-07-01,18,-149853,3,0
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,12912,0,0,2020,11,12912,2020-11-01,34,0,4,0
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CONTENEDORES,34438,61366,25,294,0,347,0,343,2020,1,96813,2020-01-01,24,-26928,1,0
CARTAGENA,COREMAR SHOREBASE SA,PUBLICO,GENERAL,0,675,0,0,0,0,0,0,2023,5,675,2023-05-01,64,-675,2,0
CARTAGENA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,62316,81724,0,0,0,245087,0,0,2022,6,389127,2022-06-01,53,-19408,2,0
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,GENERAL,0,1,378,0,0,0,0,0,2020,6,379,2020-06-01,29,-1,2,0
CIENAGA,AMERICAN PORT COMPANY INC,PRIVADO,CARBON AL GRANEL,2583693,0,0,0,0,0,0,0,2023,10,2583693,2023-10-01,69,2583693,4,0
CARTAGENA,COREMAR SHOREBASE SA,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,0,0,0,2023,4,0,2023-04-01,63,0,2,0
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,1065,0,0,2020,4,1065,2020-04-01,27,0,2,0
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,8486,0,0,2019,11,8486,2019-11-01,22,0,4,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GENERAL,47,4590,36,0,0,0,0,0,2020,12,4673,2020-12-01,35,-4543,4,0
CARTAGENA,COREMAR SHOREBASE SA,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,0,0,0,2023,6,0,2023-06-01,65,0,2,0
G. MORROSQUILLO,OLEODUCTO CENTRAL S.A.,PUBLICO,GRANEL LIQUIDO,1059227,0,0,0,0,0,0,0,2024,9,1059227,2024-09-01,80,1059227,3,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL LIQUIDO,9008,12600,0,0,0,0,0,0,2024,9,21608,2024-09-01,80,-3592,3,0
CARTAGENA,PUERTO DE MAMONAL S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,10400,0,0,0,0,0,0,2018,5,10400,2018-05-01,4,-10400,2,0
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,68950,0,0,0,0,0,0,0,2023,1,68950,2023-01-01,60,68950,1,0
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,72510,0,0,0,0,0,0,2025,8,72510,2025-08-01,91,-72510,3,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,143579,0,0,0,0,0,0,2018,3,143579,2018-03-01,2,-143579,1,0
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,21,184,122,0,0,0,0,0,2020,10,327,2020-10-01,33,-163,4,0
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,10300,309479,0,0,0,0,0,0,2022,7,319779,2022-07-01,54,-299179,3,0
CARTAGENA,ATUNAMAR LIMITADA,PRIVADO,GENERAL,0,0,0,0,0,3317,0,0,2023,12,3317,2023-12-01,71,0,4,0
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,11895,0,0,0,0,0,0,2020,1,11895,2020-01-01,24,-11895,1,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,139223,0,0,0,0,0,0,2019,12,139223,2019-12-01,23,-139223,4,0
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,CONTENEDORES,122745,187126,21059,0,0,0,0,0,2020,2,330930,2020-02-01,25,-64381,1,0
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CONTENEDORES,46280,67106,172,593,0,749,0,233,2021,9,115133,2021-09-01,44,-20826,3,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,28717,20100,197,0,0,720,0,0,2019,4,49734,2019-04-01,15,8617,2,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL LIQUIDO,14642,20438,0,0,0,0,0,0,2021,9,35080,2021-09-01,44,-5796,3,0
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,GENERAL,0,0,0,0,5310,0,0,0,2018,10,5310,2018-10-01,9,0,4,0
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,39316,0,0,0,0,0,0,2018,3,39316,2018-03-01,2,-39316,1,0
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,23949,0,0,0,0,0,0,2023,1,23949,2023-01-01,60,-23949,1,0
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,78193,0,0,0,0,0,0,2021,12,78193,2021-12-01,47,-78193,4,0
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,106892,0,0,0,0,0,0,0,2022,11,106892,2022-11-01,58,106892,4,0
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,PUBLICO,GRANEL LIQUIDO,1501,0,0,0,0,2835,0,0,2022,1,4336,2022-01-01,48,1501,1,0
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,3141,0,0,0,0,0,0,2025,3,3141,2025-03-01,86,-3141,1,0
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,CARBON AL GRANEL,69480,0,0,0,0,0,0,0,2018,9,69480,2018-09-01,8,69480,3,0
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GENERAL,0,14382,0,0,0,0,0,0,2023,12,14382,2023-12-01,71,-14382,4,0
CARTAGENA,PRIMAX COLOMBIA S.A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,98,0,0,0,2021,5,98,2021-05-01,40,0,2,0
G. MORROSQUILLO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,924272,0,0,0,0,0,0,0,2019,4,924272,2019-04-01,15,924272,2,0
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,PUBLICO,CARBON AL GRANEL,371544,0,0,0,0,0,0,0,2024,5,371544,2024-05-01,76,371544,2,0
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,65380,0,0,0,0,0,0,0,2022,10,65380,2022-10-01,57,65380,4,0
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,CARBON AL GRANEL,79399,0,0,0,0,0,0,0,2021,9,79399,2021-09-01,44,79399,3,0
CARTAGENA,PRIMAX COLOMBIA S.A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,98,0,0,0,2022,11,98,2022-11-01,58,0,4,0
BARRANQUILLA,SOCIEDAD PORTUARIA MICHELLMAR S.A.,PUBLICO,CARBON AL GRANEL,4571,0,0,0,0,0,0,0,2024,4,4571,2024-04-01,75,4571,2,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CARBON AL GRANEL,59000,0,0,0,0,0,0,0,2020,12,59000,2020-12-01,35,59000,4,0
CARTAGENA,ATUNAMAR LIMITADA,PRIVADO,GENERAL,0,0,0,0,0,2854,0,0,2022,12,2854,2022-12-01,59,0,4,0
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,78117,0,0,0,0,0,0,2019,1,78117,2019-01-01,12,-78117,1,0
CARTAGENA,PUERTO DE MAMONAL S.A.,PUBLICO,CARBON AL GRANEL,129076,0,0,0,0,0,0,0,2018,1,129076,2018-01-01,0,129076,1,0
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,CONTENEDORES,0,0,0,0,0,4102,0,0,2023,1,4102,2023-01-01,60,0,1,0
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,0,229,68,0,0,0,0,0,2024,1,297,2024-01-01,72,-229,1,0
G. MORROSQUILLO,OLEODUCTO CENTRAL S.A.,PUBLICO,GRANEL LIQUIDO,1840618,0,0,0,0,0,0,0,2019,4,1840618,2019-04-01,15,1840618,2,0
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GENERAL,0,21934,0,0,0,0,0,0,2020,4,21934,2020-04-01,27,-21934,2,0
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,115929,0,0,0,0,0,0,0,2023,12,115929,2023-12-01,71,115929,4,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,CONTENEDORES,51,238,0,0,0,0,0,0,2021,2,289,2021-02-01,37,-187,1,0
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,PUBLICO,GRANEL LIQUIDO,6246,0,0,0,0,0,0,0,2018,7,6246,2018-07-01,6,6246,3,0
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GENERAL,0,9255,0,0,0,0,0,0,2019,12,9255,2019-12-01,23,-9255,4,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GENERAL,0,42090,0,0,0,8647,0,0,2023,2,50737,2023-02-01,61,-42090,1,0
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,93406,0,0,0,0,0,0,0,2018,5,93406,2018-05-01,4,93406,2,0
CARTAGENA,PUERTO DE MAMONAL S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,60709,0,0,0,0,0,0,0,2022,9,60709,2022-09-01,56,60709,3,0
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,2226,35939,0,4,0,0,0,0,2022,3,38169,2022-03-01,50,-33713,1,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,CONTENEDORES,0,140,0,0,0,0,0,0,2019,8,140,2019-08-01,19,-140,3,0
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,4700,0,0,2019,10,4700,2019-10-01,21,0,4,0
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL LIQUIDO,5000,0,0,0,0,0,0,0,2022,3,5000,2022-03-01,50,5000,1,0
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,CONTENEDORES,51272,160646,0,0,0,0,0,0,2018,11,211918,2018-11-01,10,-109374,4,0
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL LIQUIDO,5000,0,0,0,0,0,0,0,2021,11,5000,2021-11-01,46,5000,4,0
G. MORROSQUILLO,OLEODUCTO CENTRAL S.A.,PUBLICO,GRANEL LIQUIDO,1017709,0,0,0,0,0,0,0,2023,2,1017709,2023-02-01,61,1017709,1,0
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,42649,0,0,0,0,0,0,2018,3,42649,2018-03-01,2,-42649,1,0
G. MORROSQUILLO,OLEODUCTO CENTRAL S.A.,PUBLICO,GRANEL LIQUIDO,1701534,0,0,0,0,0,0,0,2021,1,1701534,2021-01-01,36,1701534,1,0
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,20,89,0,0,0,0,0,0,2019,10,109,2019-10-01,21,-69,4,0
CIENAGA,AMERICAN PORT COMPANY INC,PRIVADO,CARBON AL GRANEL,2693289,0,0,0,0,0,0,0,2021,12,2693289,2021-12-01,47,2693289,4,0
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,0,21468,0,0,0,0,0,0,2023,3,21468,2023-03-01,62,-21468,1,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL LIQUIDO,32129,4098,0,0,0,0,0,0,2019,4,36227,2019-04-01,15,28031,2,0
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GENERAL,0,76,0,0,0,4460,0,0,2022,9,4536,2022-09-01,56,-76,3,0
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GENERAL,0,7356,0,0,0,567,0,0,2023,4,7923,2023-04-01,63,-7356,2,0
BUENAVENTURA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,79277,0,0,0,0,0,0,2018,4,79277,2018-04-01,3,-79277,2,0
CARTAGENA,PUERTO DE MAMONAL S.A.,PUBLICO,GENERAL,3769,1041,0,0,0,0,0,0,2018,3,4810,2018-03-01,2,2728,1,0
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,2299,0,0,2019,8,2299,2019-08-01,19,0,3,0
BARRANCABERMEJA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,120560,0,0,0,2019,4,120560,2019-04-01,15,0,2,0
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,72136,0,0,0,0,0,0,0,2020,11,72136,2020-11-01,34,72136,4,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,6517,0,0,0,0,0,0,2021,4,6517,2021-04-01,39,-6517,2,0
BARRANQUILLA,PORTMAGDALENA S.A.,PUBLICO,GRANEL LIQUIDO,2858,33275,0,0,19703,17178,0,0,2019,5,73014,2019-05-01,16,-30417,2,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL LIQUIDO,28023,4930,0,0,0,0,0,0,2021,8,32953,2021-08-01,43,23093,3,0
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GENERAL,0,22878,0,0,0,0,0,0,2023,7,22878,2023-07-01,66,-22878,3,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CONTENEDORES,0,813,0,0,0,0,0,0,2023,10,813,2023-10-01,69,-813,4,0
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,CONTENEDORES,160311,211689,1277443,0,0,81474,0,0,2021,2,1730917,2021-02-01,37,-51378,1,0
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CONTENEDORES,22273,36348,0,626,0,0,0,0,2023,1,59247,2023-01-01,60,-14075,1,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CARBON AL GRANEL,94061,0,0,0,0,0,0,0,2018,11,94061,2018-11-01,10,94061,4,0
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GENERAL,0,254,0,0,0,3741,0,0,2018,2,3995,2018-02-01,1,-254,1,0
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GENERAL,19,76552,4267,0,0,0,0,0,2024,3,80838,2024-03-01,74,-76533,1,0
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GENERAL,108,135308,2447,0,0,0,0,0,2024,8,137863,2024-08-01,79,-135200,3,0
BARRANQUILLA,PORTMAGDALENA S.A.,PUBLICO,GRANEL LIQUIDO,3141,21512,0,0,8551,0,0,0,2019,7,33204,2019-07-01,18,-18371,3,0
